Final_energy Elapsed_time Temperature B_field System_size No_of_ranks No_of_flips Version
-51337.8 0.10908 0.001 0 592704 27 172800 2
-41692.2 0.0487239 0.001 0 592704 64 172800 2
-295153 2.43479 0.001 0 592704 8 1728000 2
-295307 0.935335 0.001 0 592704 27 1728000 2
-290593 0.405538 0.001 0 592704 64 1728000 2
-295153 2.4182 0.001 0 592704 8 1728000 2
-295307 0.934548 0.001 0 592704 27 1728000 2
-290593 0.400401 0.001 0 592704 64 1728000 2
-295153 2.40341 0.001 0 592704 8 1728000 2
-295307 0.945807 0.001 0 592704 27 1728000 2
-290593 0.399641 0.001 0 592704 64 1728000 2
-295153 2.45683 0.001 0 592704 8 1728000 2
-295307 0.94326 0.001 0 592704 27 1728000 2
-290593 0.403518 0.001 0 592704 64 1728000 2
-295153 2.40446 0.001 0 592704 8 1728000 2
-295307 0.947485 0.001 0 592704 27 1728000 2
-290593 0.405478 0.001 0 592704 64 1728000 2
-654130 23.8917 0.001 0 592704 8 17280000 2
-653380 9.24972 0.001 0 592704 27 17280000 2
-652595 3.86506 0.001 0 592704 64 17280000 2
-654130 23.6583 0.001 0 592704 8 17280000 2
-653380 9.2037 0.001 0 592704 27 17280000 2
-652595 3.91641 0.001 0 592704 64 17280000 2
-654130 23.7546 0.001 0 592704 8 17280000 2
-653380 9.28036 0.001 0 592704 27 17280000 2
-652595 3.8967 0.001 0 592704 64 17280000 2
-654130 23.7047 0.001 0 592704 8 17280000 2
-653380 9.21744 0.001 0 592704 27 17280000 2
-652595 3.85554 0.001 0 592704 64 17280000 2
-654130 23.8148 0.001 0 592704 8 17280000 2
-653380 9.15888 0.001 0 592704 27 17280000 2
-652595 3.87205 0.001 0 592704 64 17280000 2
-17540.6 0.076712 0.001 0 884736 8 1728 2
45326.3 0.0390475 0.001 0 884736 27 1728 2
52395 0.0108653 0.001 0 884736 64 1728 2
-17540.6 0.122639 0.001 0 884736 8 1728 2
45326.3 0.0239077 0.001 0 884736 27 1728 2
52395 0.0255296 0.001 0 884736 64 1728 2
-17540.6 0.115433 0.001 0 884736 8 1728 2
45326.3 0.0232886 0.001 0 884736 27 1728 2
52395 0.0229183 0.001 0 884736 64 1728 2
-17540.6 0.113991 0.001 0 884736 8 1728 2
45326.3 0.0240453 0.001 0 884736 27 1728 2
52395 0.0109295 0.001 0 884736 64 1728 2
-17540.6 0.076684 0.001 0 884736 8 1728 2
45326.3 0.0240059 0.001 0 884736 27 1728 2
52395 0.0106137 0.001 0 884736 64 1728 2
-23043.2 0.142974 0.001 0 884736 8 17280 2
38422.8 0.0324349 0.001 0 884736 27 17280 2
44801.7 0.0148606 0.001 0 884736 64 17280 2
-23043.2 0.0982621 0.001 0 884736 8 17280 2
38422.8 0.032725 0.001 0 884736 27 17280 2
44801.7 0.0148125 0.001 0 884736 64 17280 2
-23043.2 0.0984018 0.001 0 884736 8 17280 2
38422.8 0.0329116 0.001 0 884736 27 17280 2
44801.7 0.0270934 0.001 0 884736 64 17280 2
-23043.2 0.0981566 0.001 0 884736 8 17280 2
38422.8 0.0330102 0.001 0 884736 27 17280 2
44801.7 0.0965962 0.001 0 884736 64 17280 2
-23043.2 0.0978798 0.001 0 884736 8 17280 2
38422.8 0.0396319 0.001 0 884736 27 17280 2
44801.7 0.0150953 0.001 0 884736 64 17280 2
-75685.5 0.310033 0.001 0 884736 8 172800 2
-23425.8 0.115851 0.001 0 884736 27 172800 2
-20968.2 0.0513938 0.001 0 884736 64 172800 2
-75685.5 0.352542 0.001 0 884736 8 172800 2
-23425.8 0.115915 0.001 0 884736 27 172800 2
-20968.2 0.0526434 0.001 0 884736 64 172800 2
-75685.5 0.358696 0.001 0 884736 8 172800 2
-23425.8 0.115202 0.001 0 884736 27 172800 2
-20968.2 0.0628316 0.001 0 884736 64 172800 2
-75685.5 0.309477 0.001 0 884736 8 172800 2
-23425.8 0.132439 0.001 0 884736 27 172800 2
-20968.2 0.0518782 0.001 0 884736 64 172800 2
-75685.5 0.358588 0.001 0 884736 8 172800 2
-23425.8 0.117416 0.001 0 884736 27 172800 2
-20968.2 0.0513854 0.001 0 884736 64 172800 2
-359961 2.48742 0.001 0 884736 8 1728000 2
-345692 0.968534 0.001 0 884736 27 1728000 2
-342083 0.409319 0.001 0 884736 64 1728000 2
-359961 2.46834 0.001 0 884736 8 1728000 2
-345692 0.970731 0.001 0 884736 27 1728000 2
-342083 0.411394 0.001 0 884736 64 1728000 2
-359961 2.48168 0.001 0 884736 8 1728000 2
-345692 0.971522 0.001 0 884736 27 1728000 2
-342083 0.400368 0.001 0 884736 64 1728000 2
-359961 2.45149 0.001 0 884736 8 1728000 2
-345692 0.969971 0.001 0 884736 27 1728000 2
-342083 0.397655 0.001 0 884736 64 1728000 2
-359961 2.50026 0.001 0 884736 8 1728000 2
-345692 0.972862 0.001 0 884736 27 1728000 2
-342083 0.407174 0.001 0 884736 64 1728000 2
-903704 24.0605 0.001 0 884736 8 17280000 2
-902815 9.29914 0.001 0 884736 27 17280000 2
-908714 3.86926 0.001 0 884736 64 17280000 2
-903704 24.028 0.001 0 884736 8 17280000 2
-902815 9.37586 0.001 0 884736 27 17280000 2
-908714 3.92541 0.001 0 884736 64 17280000 2
-903704 24.0375 0.001 0 884736 8 17280000 2
-902815 9.35198 0.001 0 884736 27 17280000 2
-908714 3.92393 0.001 0 884736 64 17280000 2
-903704 23.7758 0.001 0 884736 8 17280000 2
-902815 9.39534 0.001 0 884736 27 17280000 2
-908714 3.85672 0.001 0 884736 64 17280000 2
-903704 24.0278 0.001 0 884736 8 17280000 2
-902815 9.31108 0.001 0 884736 27 17280000 2
-908714 3.87397 0.001 0 884736 64 17280000 2
-769.576 0.107122 0.001 0 1259712 8 1728 2
-39936 0.0503106 0.001 0 1259712 27 1728 2
10226 0.0306462 0.001 0 1259712 64 1728 2
-769.576 0.1677 0.001 0 1259712 8 1728 2
-39936 0.049029 0.001 0 1259712 27 1728 2
10226 0.0301061 0.001 0 1259712 64 1728 2
-769.576 0.107716 0.001 0 1259712 8 1728 2
-39936 0.0329724 0.001 0 1259712 27 1728 2
10226 0.0149762 0.001 0 1259712 64 1728 2
-769.576 0.163952 0.001 0 1259712 8 1728 2
-39936 0.0335256 0.001 0 1259712 27 1728 2
10226 0.0148576 0.001 0 1259712 64 1728 2
-769.576 0.106935 0.001 0 1259712 8 1728 2
-39936 0.0332918 0.001 0 1259712 27 1728 2
10226 0.0147866 0.001 0 1259712 64 1728 2
-6748.55 0.190774 0.001 0 1259712 8 17280 2
-45059.7 0.0614731 0.001 0 1259712 27 17280 2
4451.98 0.0187367 0.001 0 1259712 64 17280 2
-6748.55 0.128592 0.001 0 1259712 8 17280 2
-45059.7 0.0423391 0.001 0 1259712 27 17280 2
4451.98 0.0198945 0.001 0 1259712 64 17280 2
-6748.55 0.128851 0.001 0 1259712 8 17280 2
-45059.7 0.0643143 0.001 0 1259712 27 17280 2
4451.98 0.0188079 0.001 0 1259712 64 17280 2
-6748.55 0.129765 0.001 0 1259712 8 17280 2
-45059.7 0.0451315 0.001 0 1259712 27 17280 2
4451.98 0.0187513 0.001 0 1259712 64 17280 2
-6748.55 0.191445 0.001 0 1259712 8 17280 2
-45059.7 0.0421944 0.001 0 1259712 27 17280 2
4451.98 0.0331971 0.001 0 1259712 64 17280 2
-61984.6 0.34272 0.001 0 1259712 8 172800 2
-95017.3 0.145939 0.001 0 1259712 27 172800 2
-54676.1 0.0548611 0.001 0 1259712 64 172800 2
-61984.6 0.341844 0.001 0 1259712 8 172800 2
-95017.3 0.152003 0.001 0 1259712 27 172800 2
-54676.1 0.0555948 0.001 0 1259712 64 172800 2
-61984.6 0.342202 0.001 0 1259712 8 172800 2
-95017.3 0.125756 0.001 0 1259712 27 172800 2
-54676.1 0.0708629 0.001 0 1259712 64 172800 2
-61984.6 0.411134 0.001 0 1259712 8 172800 2
-95017.3 0.126957 0.001 0 1259712 27 172800 2
-54676.1 0.0728854 0.001 0 1259712 64 172800 2
-61984.6 0.342273 0.001 0 1259712 8 172800 2
-95017.3 0.126422 0.001 0 1259712 27 172800 2
-54676.1 0.0547164 0.001 0 1259712 64 172800 2
-402688 2.52758 0.001 0 1259712 8 1728000 2
-423237 0.976774 0.001 0 1259712 27 1728000 2
-400450 0.402217 0.001 0 1259712 64 1728000 2
-402688 2.48992 0.001 0 1259712 8 1728000 2
-423237 0.973315 0.001 0 1259712 27 1728000 2
-400450 0.421501 0.001 0 1259712 64 1728000 2
-402688 2.48435 0.001 0 1259712 8 1728000 2
-423237 0.979716 0.001 0 1259712 27 1728000 2
-400450 0.421487 0.001 0 1259712 64 1728000 2
-402688 2.50847 0.001 0 1259712 8 1728000 2
-423237 0.99817 0.001 0 1259712 27 1728000 2
-400450 0.40255 0.001 0 1259712 64 1728000 2
-402688 2.55786 0.001 0 1259712 8 1728000 2
-423237 0.975777 0.001 0 1259712 27 1728000 2
-400450 0.40124 0.001 0 1259712 64 1728000 2
-1.18545e+06 24.1553 0.001 0 1259712 8 17280000 2
-1.19216e+06 9.50079 0.001 0 1259712 27 17280000 2
-1.17619e+06 3.90312 0.001 0 1259712 64 17280000 2
-1.18545e+06 23.0987 0.001 0 1259712 8 17280000 2
-1.19216e+06 9.47119 0.001 0 1259712 27 17280000 2
-1.17619e+06 3.9609 0.001 0 1259712 64 17280000 2
-1.18545e+06 24.155 0.001 0 1259712 8 17280000 2
-1.19216e+06 9.50048 0.001 0 1259712 27 17280000 2
-1.17619e+06 3.96816 0.001 0 1259712 64 17280000 2
-1.18545e+06 24.0215 0.001 0 1259712 8 17280000 2
-1.19216e+06 9.49271 0.001 0 1259712 27 17280000 2
-1.17619e+06 3.91942 0.001 0 1259712 64 17280000 2
-1.18545e+06 24.1961 0.001 0 1259712 8 17280000 2
-1.19216e+06 9.46959 0.001 0 1259712 27 17280000 2
-1.17619e+06 3.89748 0.001 0 1259712 64 17280000 2
-1.77593e+06 2.17495 0.001 0 27000000 8 1728 2
-489019 0.936391 0.001 0 27000000 27 1728 2
544257 0.269603 0.001 0 27000000 64 1728 2
-1.77593e+06 2.19975 0.001 0 27000000 8 1728 2
-489019 0.643901 0.001 0 27000000 27 1728 2
544257 0.364659 0.001 0 27000000 64 1728 2
-1.77593e+06 2.15556 0.001 0 27000000 8 1728 2
-489019 0.637981 0.001 0 27000000 27 1728 2
544257 0.383447 0.001 0 27000000 64 1728 2
-1.77593e+06 2.18946 0.001 0 27000000 8 1728 2
-489019 0.651405 0.001 0 27000000 27 1728 2
544257 0.267243 0.001 0 27000000 64 1728 2
-1.77593e+06 2.19346 0.001 0 27000000 8 1728 2
-489019 0.650196 0.001 0 27000000 27 1728 2
544257 0.369062 0.001 0 27000000 64 1728 2
-1.78139e+06 2.20261 0.001 0 27000000 8 17280 2
-494569 0.654592 0.001 0 27000000 27 17280 2
538186 0.360262 0.001 0 27000000 64 17280 2
-1.78139e+06 2.17235 0.001 0 27000000 8 17280 2
-494569 0.646838 0.001 0 27000000 27 17280 2
538186 0.378399 0.001 0 27000000 64 17280 2
-1.78139e+06 2.23039 0.001 0 27000000 8 17280 2
-494569 0.661194 0.001 0 27000000 27 17280 2
538186 0.331101 0.001 0 27000000 64 17280 2
-1.78139e+06 2.19874 0.001 0 27000000 8 17280 2
-494569 0.657124 0.001 0 27000000 27 17280 2
538186 0.269268 0.001 0 27000000 64 17280 2
-1.78139e+06 2.21877 0.001 0 27000000 8 17280 2
-494569 0.654274 0.001 0 27000000 27 17280 2
538186 0.281877 0.001 0 27000000 64 17280 2
-1.83421e+06 2.43417 0.001 0 27000000 8 172800 2
-551864 1.10096 0.001 0 27000000 27 172800 2
476551 0.359937 0.001 0 27000000 64 172800 2
-1.83421e+06 2.43143 0.001 0 27000000 8 172800 2
-551864 0.737679 0.001 0 27000000 27 172800 2
476551 3.04833 0.001 0 27000000 64 172800 2
-1.83421e+06 2.39095 0.001 0 27000000 8 172800 2
-551864 0.749015 0.001 0 27000000 27 172800 2
476551 0.306662 0.001 0 27000000 64 172800 2
-1.83421e+06 14.3714 0.001 0 27000000 8 172800 2
-551864 1.04972 0.001 0 27000000 27 172800 2
476551 0.306955 0.001 0 27000000 64 172800 2
-1.83421e+06 2.40761 0.001 0 27000000 8 172800 2
-551864 0.735666 0.001 0 27000000 27 172800 2
476551 0.307069 0.001 0 27000000 64 172800 2
-2.34874e+06 4.58972 0.001 0 27000000 8 1728000 2
-1.10766e+06 1.61669 0.001 0 27000000 27 1728000 2
-122847 0.665711 0.001 0 27000000 64 1728000 2
-2.34874e+06 4.60639 0.001 0 27000000 8 1728000 2
-1.10766e+06 1.77439 0.001 0 27000000 27 1728000 2
-122847 0.6726 0.001 0 27000000 64 1728000 2
-2.34874e+06 4.65581 0.001 0 27000000 8 1728000 2
-1.10766e+06 1.62305 0.001 0 27000000 27 1728000 2
-122847 0.695203 0.001 0 27000000 64 1728000 2
-2.34874e+06 4.56199 0.001 0 27000000 8 1728000 2
-1.10766e+06 1.61576 0.001 0 27000000 27 1728000 2
-122847 0.712533 0.001 0 27000000 64 1728000 2
-2.34874e+06 4.58533 0.001 0 27000000 8 1728000 2
-1.10766e+06 1.60478 0.001 0 27000000 27 1728000 2
-122847 0.733615 0.001 0 27000000 64 1728000 2
-6.3267e+06 26.4078 0.001 0 27000000 8 17280000 2
-5.38234e+06 10.2918 0.001 0 27000000 27 17280000 2
-4.75161e+06 4.49661 0.001 0 27000000 64 17280000 2
-6.3267e+06 26.6331 0.001 0 27000000 8 17280000 2
-5.38234e+06 10.2087 0.001 0 27000000 27 17280000 2
-4.75161e+06 6.42266 0.001 0 27000000 64 17280000 2
-6.3267e+06 26.5312 0.001 0 27000000 8 17280000 2
-5.38234e+06 10.2926 0.001 0 27000000 27 17280000 2
-4.75161e+06 4.43603 0.001 0 27000000 64 17280000 2
-6.3267e+06 26.2989 0.001 0 27000000 8 17280000 2
-5.38234e+06 10.2689 0.001 0 27000000 27 17280000 2
-4.75161e+06 6.29986 0.001 0 27000000 64 17280000 2
-6.3267e+06 26.429 0.001 0 27000000 8 17280000 2
-5.38234e+06 10.2187 0.001 0 27000000 27 17280000 2
-4.75161e+06 4.49667 0.001 0 27000000 64 17280000 2
-2535.88 105.443 0.001 0 1728 1 17280000 0
-2535.88 105.651 0.001 0 1728 1 17280000 0
-2535.88 105.556 0.001 0 1728 1 17280000 0
-2535.88 105.425 0.001 0 1728 1 17280000 0
-2535.88 105.563 0.001 0 1728 1 17280000 0
-19460 106.362 0.001 0 13824 1 17280000 0
-19460 106.061 0.001 0 13824 1 17280000 0
-19460 106.408 0.001 0 13824 1 17280000 0
-19460 106.434 0.001 0 13824 1 17280000 0
-19460 106.259 0.001 0 13824 1 17280000 0
-63669.5 106.662 0.001 0 46656 1 17280000 0
-63669.5 106.777 0.001 0 46656 1 17280000 0
-63669.5 106.795 0.001 0 46656 1 17280000 0
-63669.5 106.632 0.001 0 46656 1 17280000 0
-63669.5 106.513 0.001 0 46656 1 17280000 0
-143630 110.937 0.001 0 110592 1 17280000 0
-143630 110.91 0.001 0 110592 1 17280000 0
-143630 110.405 0.001 0 110592 1 17280000 0
-143630 110.355 0.001 0 110592 1 17280000 0
-143630 110.855 0.001 0 110592 1 17280000 0
-268133 116.128 0.001 0 216000 1 17280000 0
-268133 116.143 0.001 0 216000 1 17280000 0
-268133 116.194 0.001 0 216000 1 17280000 0
-268133 116.341 0.001 0 216000 1 17280000 0
-268133 116.207 0.001 0 216000 1 17280000 0
-438140 118.375 0.001 0 373248 1 17280000 0
-438140 118.402 0.001 0 373248 1 17280000 0
-438140 118.296 0.001 0 373248 1 17280000 0
-438140 118.094 0.001 0 373248 1 17280000 0
-438140 118.058 0.001 0 373248 1 17280000 0
-653594 119.414 0.001 0 592704 1 17280000 0
-653594 119.707 0.001 0 592704 1 17280000 0
-653594 119.394 0.001 0 592704 1 17280000 0
-653594 119.104 0.001 0 592704 1 17280000 0
-653594 119.073 0.001 0 592704 1 17280000 0
-902145 120.23 0.001 0 884736 1 17280000 0
-902145 119.947 0.001 0 884736 1 17280000 0
-902145 119.88 0.001 0 884736 1 17280000 0
-902145 120.05 0.001 0 884736 1 17280000 0
-902145 119.385 0.001 0 884736 1 17280000 0
-1.17975e+06 119.793 0.001 0 1259712 1 17280000 0
-1.17975e+06 119.53 0.001 0 1259712 1 17280000 0
-1.17975e+06 119.978 0.001 0 1259712 1 17280000 0
-1.17975e+06 119.929 0.001 0 1259712 1 17280000 0
-1.17975e+06 119.694 0.001 0 1259712 1 17280000 0
-5.34219e+06 124.597 0.001 0 27000000 1 17280000 0
-5.34219e+06 124.612 0.001 0 27000000 1 17280000 0
-5.34219e+06 124.856 0.001 0 27000000 1 17280000 0
-5.34219e+06 125.224 0.001 0 27000000 1 17280000 0
-5.34219e+06 124.967 0.001 0 27000000 1 17280000 0
