# Wave_zero_point coeff_1 coeff_2 coeff_3 coeff_4 t_fft t_no_fft t_total nfreq nthreads version checksum
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.247000000000000108e-01 1.362999999999999989e+00 1.588000000000000078e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.881000000000000449e-01 4.469000000000000306e+00 5.157000000000000028e+00 5.242880000000000000e+05 2.000000000000000000e+00 3.000000000000000000e+00 2.329127588859919840e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.524999999999999800e-01 1.387999999999999901e+00 1.741000000000000103e+00 2.621440000000000000e+05 4.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.536000000000000254e-01 1.364000000000000101e+00 1.717000000000000082e+00 2.621440000000000000e+05 4.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.227000000000000091e-01 1.368999999999999995e+00 1.590999999999999970e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.121000000000000218e-01 4.419999999999999929e+00 4.831999999999999851e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.190999999999999837e+00 5.567999999999999616e+00 8.759000000000000341e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.200000000000000178e+00 5.453000000000000291e+00 8.653000000000000469e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.169000000000000039e+00 5.522000000000000242e+00 8.692000000000000171e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-1.498699999999999953e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.111999999999999922e+01 5.293999999999999595e+00 1.642000000000000171e+01 8.388608000000000000e+06 3.200000000000000000e+01 3.000000000000000000e+00 2.329127601666230163e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.171999999999999820e-01 1.389999999999999902e+00 1.707000000000000073e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.424000000000000377e+00 5.530999999999999694e+00 1.094999999999999929e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.092999999999999972e-01 4.413000000000000256e+00 4.822000000000000064e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.584999999999999964e+00 5.562999999999999723e+00 1.115000000000000036e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.102999999999999980e-01 4.413000000000000256e+00 4.823999999999999844e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.215999999999999914e-01 1.368999999999999995e+00 1.590999999999999970e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.230000000000000038e-01 1.370999999999999996e+00 1.594000000000000083e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.322000000000000064e-01 4.469999999999999751e+00 5.001999999999999780e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.451999999999999957e+00 5.501000000000000334e+00 1.094999999999999929e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.173000000000000043e+00 5.445999999999999730e+00 8.618999999999999773e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.455000000000000071e+00 5.527999999999999581e+00 8.983000000000000540e+00 4.194304000000000000e+06 1.600000000000000000e+01 2.000000000000000000e+00 2.329127601666269953e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.351000000000000201e-01 4.472999999999999865e+00 5.008000000000000007e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.154000000000000137e-01 1.375999999999999890e+00 1.691000000000000059e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.699000000000000066e+00 5.326999999999999957e+00 7.025999999999999801e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.612000000000000099e+00 5.554000000000000270e+00 1.116999999999999993e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.581999999999999851e+00 5.525999999999999801e+00 1.110999999999999943e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 7.065000000000000169e-01 4.469000000000000306e+00 5.174999999999999822e+00 5.242880000000000000e+05 2.000000000000000000e+00 3.000000000000000000e+00 2.329127588859919840e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.177999999999999936e+00 5.511999999999999567e+00 8.689999999999999503e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.077999999999999958e-01 4.413999999999999702e+00 4.822000000000000064e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.637999999999999901e+00 5.538000000000000256e+00 1.217999999999999972e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.414000000000000146e+00 5.482999999999999652e+00 8.897000000000000242e+00 4.194304000000000000e+06 1.600000000000000000e+01 2.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.518000000000000016e-01 4.413999999999999702e+00 4.764999999999999680e+00 2.621440000000000000e+05 1.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.788000000000000034e+00 5.524000000000000021e+00 7.310999999999999943e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.141999999999999793e-01 1.352000000000000091e+00 1.665999999999999925e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.639999999999999680e+00 5.536999999999999922e+00 1.217999999999999972e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.631000000000000227e+00 5.525999999999999801e+00 1.216000000000000014e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.499999999999999778e-01 4.415000000000000036e+00 4.764999999999999680e+00 2.621440000000000000e+05 1.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.240000000000000047e-01 1.350999999999999979e+00 1.574999999999999956e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.634999999999999787e+00 5.549000000000000377e+00 1.217999999999999972e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 7.312999999999999501e-01 4.464999999999999858e+00 5.197000000000000064e+00 5.242880000000000000e+05 2.000000000000000000e+00 1.000000000000000000e+00 2.329127588859919840e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 7.301999999999999602e-01 4.461000000000000298e+00 5.190999999999999837e+00 5.242880000000000000e+05 2.000000000000000000e+00 1.000000000000000000e+00 2.329127588859919840e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.642999999999999794e+00 5.533999999999999808e+00 8.176999999999999602e+00 2.097152000000000000e+06 8.000000000000000000e+00 3.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.170000000000000040e-01 1.366999999999999993e+00 1.683999999999999941e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.538999999999999924e-01 4.415000000000000036e+00 4.769000000000000128e+00 2.621440000000000000e+05 1.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.097999999999999976e-01 4.415000000000000036e+00 4.823999999999999844e+00 2.621440000000000000e+05 1.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.193999999999999950e+00 5.527999999999999581e+00 8.721999999999999531e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.503999999999999893e-01 1.370000000000000107e+00 1.721000000000000085e+00 2.621440000000000000e+05 4.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.932000000000000384e-01 4.474999999999999645e+00 5.168999999999999595e+00 5.242880000000000000e+05 2.000000000000000000e+00 3.000000000000000000e+00 2.329127588859919840e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.149000000000000132e-01 1.368000000000000105e+00 1.683000000000000052e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.340000000000000302e-01 4.464000000000000412e+00 4.998000000000000220e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.524999999999999800e-01 4.413000000000000256e+00 4.766000000000000014e+00 2.621440000000000000e+05 1.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 7.317000000000000171e-01 4.461999999999999744e+00 5.193999999999999950e+00 5.242880000000000000e+05 2.000000000000000000e+00 1.000000000000000000e+00 2.329127588859919840e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.668000000000000149e+00 5.536999999999999922e+00 8.205000000000000071e+00 2.097152000000000000e+06 8.000000000000000000e+00 3.000000000000000000e+00 2.329127599838290053e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.177999999999999936e+00 5.530000000000000249e+00 8.708000000000000185e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.067000000000000060e-01 4.411999999999999922e+00 4.818999999999999950e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.713000000000000078e+00 5.538000000000000256e+00 7.251000000000000334e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.516000000000000236e-01 1.366000000000000103e+00 1.717999999999999972e+00 2.621440000000000000e+05 4.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.225999999999999923e-01 1.352000000000000091e+00 1.574999999999999956e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.475999999999999979e+00 5.477000000000000313e+00 8.951999999999999957e+00 4.194304000000000000e+06 1.600000000000000000e+01 2.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.176999999999999824e-01 1.362000000000000099e+00 1.679999999999999938e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.332000000000000073e-01 4.447000000000000064e+00 4.980000000000000426e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.440999999999999837e+00 5.530999999999999694e+00 1.097000000000000064e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.752000000000000002e+00 5.349000000000000199e+00 7.099999999999999645e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.768000000000000016e+00 5.504999999999999893e+00 7.272999999999999687e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.101000000000000201e-01 4.413999999999999702e+00 4.823999999999999844e+00 2.621440000000000000e+05 1.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.753999999999999559e+00 5.538999999999999702e+00 1.228999999999999915e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.255000000000000060e-01 1.379999999999999893e+00 1.604999999999999982e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.318000000000000504e-01 4.472999999999999865e+00 5.004999999999999893e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.589999999999999858e+00 5.570999999999999730e+00 1.116000000000000014e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.887999999999999678e-01 4.464999999999999858e+00 5.153999999999999915e+00 5.242880000000000000e+05 2.000000000000000000e+00 3.000000000000000000e+00 2.329127588859919840e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.460999999999999854e+00 5.546999999999999709e+00 9.007999999999999119e+00 4.194304000000000000e+06 1.600000000000000000e+01 2.000000000000000000e+00 2.329127601666269953e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.689000000000000057e+00 5.524000000000000021e+00 8.214000000000000412e+00 2.097152000000000000e+06 8.000000000000000000e+00 3.000000000000000000e+00 2.329127599838290053e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.193999999999999950e+00 5.556000000000000050e+00 8.750000000000000000e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.888999999999999568e-01 4.474999999999999645e+00 5.163999999999999702e+00 5.242880000000000000e+05 2.000000000000000000e+00 3.000000000000000000e+00 2.329127588859919840e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.778000000000000025e+00 5.530999999999999694e+00 7.309999999999999609e+00 2.097152000000000000e+06 8.000000000000000000e+00 2.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.067999999999999949e-01 4.415000000000000036e+00 4.820999999999999730e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-1.498699999999999953e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 1.119999999999999929e+01 5.288999999999999702e+00 1.648999999999999844e+01 8.388608000000000000e+06 3.200000000000000000e+01 3.000000000000000000e+00 2.329127601666230163e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.240000000000000047e-01 1.372000000000000108e+00 1.596000000000000085e+00 2.621440000000000000e+05 4.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.150999999999999912e-01 1.342999999999999972e+00 1.657999999999999918e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.573999999999999844e+00 5.608999999999999986e+00 1.117999999999999972e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.397000000000000242e+00 5.475999999999999979e+00 1.086999999999999922e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 2.693999999999999950e+00 5.530999999999999694e+00 8.224000000000000199e+00 2.097152000000000000e+06 8.000000000000000000e+00 3.000000000000000000e+00 2.329127599838290053e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.096000000000000196e-01 4.415000000000000036e+00 4.823999999999999844e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.161999999999999811e-01 1.344000000000000083e+00 1.659999999999999920e+00 2.621440000000000000e+05 4.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.562999999999999723e+00 5.610999999999999766e+00 1.116999999999999993e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.077999999999999958e-01 4.415000000000000036e+00 4.823000000000000398e+00 2.621440000000000000e+05 1.000000000000000000e+00 3.000000000000000000e+00 2.329127588847219954e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.522999999999999687e+00 5.530000000000000249e+00 1.105000000000000071e+01 4.194304000000000000e+06 1.600000000000000000e+01 3.000000000000000000e+00 2.329127601666269953e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.557000000000000162e-01 1.352999999999999980e+00 1.707999999999999963e+00 2.621440000000000000e+05 4.000000000000000000e+00 1.000000000000000000e+00 2.329127588847219954e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.332999999999999963e-01 4.472000000000000419e+00 5.004999999999999893e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-4.795800000000000334e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 4.103999999999999870e-01 4.413999999999999702e+00 4.823999999999999844e+00 2.621440000000000000e+05 1.000000000000000000e+00 2.000000000000000000e+00 2.329127588847219954e+01
-5.994799999999999813e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 3.173000000000000043e+00 5.448000000000000398e+00 8.621000000000000441e+00 2.097152000000000000e+06 8.000000000000000000e+00 1.000000000000000000e+00 2.329127599838290053e+01
-2.397900000000000167e-09 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 5.358000000000000540e-01 4.477000000000000313e+00 5.012999999999999901e+00 5.242880000000000000e+05 2.000000000000000000e+00 2.000000000000000000e+00 2.329127588859919840e+01
-2.997399999999999906e-10 -1.408700000000000056e-02 -1.740699999999999886e-02 -1.927200000000000094e-02 -1.931700000000000084e-02 6.673000000000000043e+00 5.535000000000000142e+00 1.221000000000000085e+01 4.194304000000000000e+06 1.600000000000000000e+01 1.000000000000000000e+00 2.329127601666269953e+01
